guidance_id,condition_code,condition_name_vi,population_code,population_name_vi,topic_code,topic_name_vi,guidance_text,warning_level,medical_disclaimer
HG00368,weight_plateau,Chững cân,student,Sinh viên,nutrition,Dinh dưỡng,"Chững cân ở nhóm sinh viên: Xem lại calories, protein, bước chân, giấc ngủ và tuân thủ. Giữ protein đủ, ăn rau quả, uống nước đầy đủ và không cắt năng lượng quá sâu nếu vẫn cần tập đều.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00369,weight_plateau,Chững cân,student,Sinh viên,load_management,Quản lý tải,"Chững cân ở nhóm sinh viên: Xem lại calories, protein, bước chân, giấc ngủ và tuân thủ. Chỉ tăng tải khi hoàn thành rep với kỹ thuật tốt trong 2 buổi liên tiếp; deload nếu hiệu suất giảm kéo dài.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00370,weight_plateau,Chững cân,student,Sinh viên,warning_signs,Dấu hiệu cần thận trọng,"Chững cân ở nhóm sinh viên: Xem lại calories, protein, bước chân, giấc ngủ và tuân thủ. Nếu đau sắc nhói, sưng, tê lan, chóng mặt hoặc khó thở, nên dừng tập và tham khảo chuyên gia y tế.",review,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00371,weight_plateau,Chững cân,busy_parent,Người bận rộn,training_modification,Điều chỉnh bài tập,"Chững cân ở nhóm người bận rộn: Xem lại calories, protein, bước chân, giấc ngủ và tuân thủ. Chọn bài dễ kiểm soát hơn, giữ 2-4 RIR, ưu tiên máy hoặc bodyweight khi kỹ thuật chưa ổn.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00372,weight_plateau,Chững cân,busy_parent,Người bận rộn,recovery,Hồi phục,"Chững cân ở nhóm người bận rộn: Xem lại calories, protein, bước chân, giấc ngủ và tuân thủ. Ngủ đủ, đi bộ nhẹ, giãn nhẹ sau tập và không tăng volume khi cơ thể chưa phục hồi.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00373,weight_plateau,Chững cân,busy_parent,Người bận rộn,nutrition,Dinh dưỡng,"Chững cân ở nhóm người bận rộn: Xem lại calories, protein, bước chân, giấc ngủ và tuân thủ. Giữ protein đủ, ăn rau quả, uống nước đầy đủ và không cắt năng lượng quá sâu nếu vẫn cần tập đều.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00374,weight_plateau,Chững cân,busy_parent,Người bận rộn,load_management,Quản lý tải,"Chững cân ở nhóm người bận rộn: Xem lại calories, protein, bước chân, giấc ngủ và tuân thủ. Chỉ tăng tải khi hoàn thành rep với kỹ thuật tốt trong 2 buổi liên tiếp; deload nếu hiệu suất giảm kéo dài.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00375,weight_plateau,Chững cân,busy_parent,Người bận rộn,warning_signs,Dấu hiệu cần thận trọng,"Chững cân ở nhóm người bận rộn: Xem lại calories, protein, bước chân, giấc ngủ và tuân thủ. Nếu đau sắc nhói, sưng, tê lan, chóng mặt hoặc khó thở, nên dừng tập và tham khảo chuyên gia y tế.",review,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00376,weight_plateau,Chững cân,overweight_beginner,Người thừa cân mới tập,training_modification,Điều chỉnh bài tập,"Chững cân ở nhóm người thừa cân mới tập: Xem lại calories, protein, bước chân, giấc ngủ và tuân thủ. Chọn bài dễ kiểm soát hơn, giữ 2-4 RIR, ưu tiên máy hoặc bodyweight khi kỹ thuật chưa ổn.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00377,weight_plateau,Chững cân,overweight_beginner,Người thừa cân mới tập,recovery,Hồi phục,"Chững cân ở nhóm người thừa cân mới tập: Xem lại calories, protein, bước chân, giấc ngủ và tuân thủ. Ngủ đủ, đi bộ nhẹ, giãn nhẹ sau tập và không tăng volume khi cơ thể chưa phục hồi.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00378,weight_plateau,Chững cân,overweight_beginner,Người thừa cân mới tập,nutrition,Dinh dưỡng,"Chững cân ở nhóm người thừa cân mới tập: Xem lại calories, protein, bước chân, giấc ngủ và tuân thủ. Giữ protein đủ, ăn rau quả, uống nước đầy đủ và không cắt năng lượng quá sâu nếu vẫn cần tập đều.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00379,weight_plateau,Chững cân,overweight_beginner,Người thừa cân mới tập,load_management,Quản lý tải,"Chững cân ở nhóm người thừa cân mới tập: Xem lại calories, protein, bước chân, giấc ngủ và tuân thủ. Chỉ tăng tải khi hoàn thành rep với kỹ thuật tốt trong 2 buổi liên tiếp; deload nếu hiệu suất giảm kéo dài.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00380,weight_plateau,Chững cân,overweight_beginner,Người thừa cân mới tập,warning_signs,Dấu hiệu cần thận trọng,"Chững cân ở nhóm người thừa cân mới tập: Xem lại calories, protein, bước chân, giấc ngủ và tuân thủ. Nếu đau sắc nhói, sưng, tê lan, chóng mặt hoặc khó thở, nên dừng tập và tham khảo chuyên gia y tế.",review,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00381,weight_plateau,Chững cân,skinny_beginner,Người gầy mới tập,training_modification,Điều chỉnh bài tập,"Chững cân ở nhóm người gầy mới tập: Xem lại calories, protein, bước chân, giấc ngủ và tuân thủ. Chọn bài dễ kiểm soát hơn, giữ 2-4 RIR, ưu tiên máy hoặc bodyweight khi kỹ thuật chưa ổn.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00382,weight_plateau,Chững cân,skinny_beginner,Người gầy mới tập,recovery,Hồi phục,"Chững cân ở nhóm người gầy mới tập: Xem lại calories, protein, bước chân, giấc ngủ và tuân thủ. Ngủ đủ, đi bộ nhẹ, giãn nhẹ sau tập và không tăng volume khi cơ thể chưa phục hồi.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00383,weight_plateau,Chững cân,skinny_beginner,Người gầy mới tập,nutrition,Dinh dưỡng,"Chững cân ở nhóm người gầy mới tập: Xem lại calories, protein, bước chân, giấc ngủ và tuân thủ. Giữ protein đủ, ăn rau quả, uống nước đầy đủ và không cắt năng lượng quá sâu nếu vẫn cần tập đều.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00384,weight_plateau,Chững cân,skinny_beginner,Người gầy mới tập,load_management,Quản lý tải,"Chững cân ở nhóm người gầy mới tập: Xem lại calories, protein, bước chân, giấc ngủ và tuân thủ. Chỉ tăng tải khi hoàn thành rep với kỹ thuật tốt trong 2 buổi liên tiếp; deload nếu hiệu suất giảm kéo dài.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00385,weight_plateau,Chững cân,skinny_beginner,Người gầy mới tập,warning_signs,Dấu hiệu cần thận trọng,"Chững cân ở nhóm người gầy mới tập: Xem lại calories, protein, bước chân, giấc ngủ và tuân thủ. Nếu đau sắc nhói, sưng, tê lan, chóng mặt hoặc khó thở, nên dừng tập và tham khảo chuyên gia y tế.",review,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00386,weight_plateau,Chững cân,home_trainee,Người tập tại nhà,training_modification,Điều chỉnh bài tập,"Chững cân ở nhóm người tập tại nhà: Xem lại calories, protein, bước chân, giấc ngủ và tuân thủ. Chọn bài dễ kiểm soát hơn, giữ 2-4 RIR, ưu tiên máy hoặc bodyweight khi kỹ thuật chưa ổn.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00387,weight_plateau,Chững cân,home_trainee,Người tập tại nhà,recovery,Hồi phục,"Chững cân ở nhóm người tập tại nhà: Xem lại calories, protein, bước chân, giấc ngủ và tuân thủ. Ngủ đủ, đi bộ nhẹ, giãn nhẹ sau tập và không tăng volume khi cơ thể chưa phục hồi.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00388,weight_plateau,Chững cân,home_trainee,Người tập tại nhà,nutrition,Dinh dưỡng,"Chững cân ở nhóm người tập tại nhà: Xem lại calories, protein, bước chân, giấc ngủ và tuân thủ. Giữ protein đủ, ăn rau quả, uống nước đầy đủ và không cắt năng lượng quá sâu nếu vẫn cần tập đều.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00389,weight_plateau,Chững cân,home_trainee,Người tập tại nhà,load_management,Quản lý tải,"Chững cân ở nhóm người tập tại nhà: Xem lại calories, protein, bước chân, giấc ngủ và tuân thủ. Chỉ tăng tải khi hoàn thành rep với kỹ thuật tốt trong 2 buổi liên tiếp; deload nếu hiệu suất giảm kéo dài.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00390,weight_plateau,Chững cân,home_trainee,Người tập tại nhà,warning_signs,Dấu hiệu cần thận trọng,"Chững cân ở nhóm người tập tại nhà: Xem lại calories, protein, bước chân, giấc ngủ và tuân thủ. Nếu đau sắc nhói, sưng, tê lan, chóng mặt hoặc khó thở, nên dừng tập và tham khảo chuyên gia y tế.",review,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00391,weight_plateau,Chững cân,strength_athlete,Người ưu tiên sức mạnh,training_modification,Điều chỉnh bài tập,"Chững cân ở nhóm người ưu tiên sức mạnh: Xem lại calories, protein, bước chân, giấc ngủ và tuân thủ. Chọn bài dễ kiểm soát hơn, giữ 2-4 RIR, ưu tiên máy hoặc bodyweight khi kỹ thuật chưa ổn.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00392,weight_plateau,Chững cân,strength_athlete,Người ưu tiên sức mạnh,recovery,Hồi phục,"Chững cân ở nhóm người ưu tiên sức mạnh: Xem lại calories, protein, bước chân, giấc ngủ và tuân thủ. Ngủ đủ, đi bộ nhẹ, giãn nhẹ sau tập và không tăng volume khi cơ thể chưa phục hồi.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00393,weight_plateau,Chững cân,strength_athlete,Người ưu tiên sức mạnh,nutrition,Dinh dưỡng,"Chững cân ở nhóm người ưu tiên sức mạnh: Xem lại calories, protein, bước chân, giấc ngủ và tuân thủ. Giữ protein đủ, ăn rau quả, uống nước đầy đủ và không cắt năng lượng quá sâu nếu vẫn cần tập đều.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00394,weight_plateau,Chững cân,strength_athlete,Người ưu tiên sức mạnh,load_management,Quản lý tải,"Chững cân ở nhóm người ưu tiên sức mạnh: Xem lại calories, protein, bước chân, giấc ngủ và tuân thủ. Chỉ tăng tải khi hoàn thành rep với kỹ thuật tốt trong 2 buổi liên tiếp; deload nếu hiệu suất giảm kéo dài.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00395,weight_plateau,Chững cân,strength_athlete,Người ưu tiên sức mạnh,warning_signs,Dấu hiệu cần thận trọng,"Chững cân ở nhóm người ưu tiên sức mạnh: Xem lại calories, protein, bước chân, giấc ngủ và tuân thủ. Nếu đau sắc nhói, sưng, tê lan, chóng mặt hoặc khó thở, nên dừng tập và tham khảo chuyên gia y tế.",review,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00396,weight_plateau,Chững cân,hypertrophy_trainee,Người ưu tiên tăng cơ,training_modification,Điều chỉnh bài tập,"Chững cân ở nhóm người ưu tiên tăng cơ: Xem lại calories, protein, bước chân, giấc ngủ và tuân thủ. Chọn bài dễ kiểm soát hơn, giữ 2-4 RIR, ưu tiên máy hoặc bodyweight khi kỹ thuật chưa ổn.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00397,weight_plateau,Chững cân,hypertrophy_trainee,Người ưu tiên tăng cơ,recovery,Hồi phục,"Chững cân ở nhóm người ưu tiên tăng cơ: Xem lại calories, protein, bước chân, giấc ngủ và tuân thủ. Ngủ đủ, đi bộ nhẹ, giãn nhẹ sau tập và không tăng volume khi cơ thể chưa phục hồi.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00398,weight_plateau,Chững cân,hypertrophy_trainee,Người ưu tiên tăng cơ,nutrition,Dinh dưỡng,"Chững cân ở nhóm người ưu tiên tăng cơ: Xem lại calories, protein, bước chân, giấc ngủ và tuân thủ. Giữ protein đủ, ăn rau quả, uống nước đầy đủ và không cắt năng lượng quá sâu nếu vẫn cần tập đều.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
HG00399,weight_plateau,Chững cân,hypertrophy_trainee,Người ưu tiên tăng cơ,load_management,Quản lý tải,"Chững cân ở nhóm người ưu tiên tăng cơ: Xem lại calories, protein, bước chân, giấc ngủ và tuân thủ. Chỉ tăng tải khi hoàn thành rep với kỹ thuật tốt trong 2 buổi liên tiếp; deload nếu hiệu suất giảm kéo dài.",general,"Thông tin này chỉ mang tính giáo dục, không thay thế tư vấn y khoa cá nhân."
